48,0000000001,q=%40TeamRickPerry
389,0000000001,q=%40senpatroberts
501,0000000001,q=%40bachusal06
481,0000000001,q=%40pattymurray
1911,0000000001,q=%40lance_enderle
2014,0000000001,q=%40voterudymoise
1870,0000000001,q=%40drshepard4mnsen
2052,0000000001,q=%40TomCarperforDE
465,0000000001,q=%40lindseygrahamsc
2045,0000000001,q=%40jacktoddarnold
1899,0000000001,q=%40teamhoekstra
353,0000000001,q=%40senmarkpryor
1880,0000000001,q=%40stevewcarlson
430,0000000001,q=%40jeanneshaheen
455,0000000001,q=%40wydenpress
2017,0000000001,q=%40gromeroroses
451,0000000001,q=%40jiminhofe
354,0000000001,q=%40senatorboxer
1866,0000000001,q=%23retroactively
1865,0000000001,q=%40wallforcongress
1914,0000000001,q=%40gregdildilian
377,0000000001,q=%40jamesrisch
499,0000000001,q=%40repmobrooks
497,0000000001,q=%40repmikerogersal
387,0000000001,q=%40grassleyoffice
423,0000000001,q=%40mike_johanns
424,0000000001,q=%40SenBennelson
429,0000000001,q=%40senatorshaheen
1927,0000000001,q=%40kerryb4congress
1968,0000000001,q=%40AlLawsonJR
2009,0000000001,q=%40gineenbresso
487,0000000001,q=%40joemanchinwv
1923,0000000001,q=%40johnhauler
310,0000000001,q=%23CAPrimary
362,0000000001,q=%40dickblumenthal
1857,0000000001,q=%40hall2congress
355,0000000001,q=%40barbaraboxer
807,0000000001,q=%40kline4congress
1276,0000000001,q=%40Badey4Congress
902,0000000001,q=%40repbuerkle
1260,0000000001,q=%40JeremyRStinson
913,0000000001,q=%40repwalterjones
914,0000000001,q=%40repdavideprice
919,0000000001,q=%40repmikemcintyre
1235,0000000001,q=%40DonChamberlain7
925,0000000001,q=%40melwattnc12
926,0000000001,q=%40repbradmiller
1226,0000000001,q=%40timryan
1223,0000000001,q=%40repmarcykaptur
934,0000000001,q=%40boblatta
1204,0000000001,q=%23lastdance
900,0000000001,q=%40billowensny
898,0000000001,q=%40reppaultonko
1284,0000000001,q=%40CartwrightPA
817,0000000001,q=%40benniegthompson
827,0000000001,q=%40vickyhartzler
828,0000000001,q=%40rephartzler
831,0000000001,q=%40auctnr1
1337,0000000001,q=%40votemeadows
848,0000000001,q=%40repcharlesbass
1320,0000000001,q=%40RepBonamici
864,0000000001,q=%40repstevepearce
1307,0000000001,q=%40suethorn2012
867,0000000001,q=%40timbishopny
1305,0000000001,q=%40RaeseForSenate
879,0000000001,q=%40edtowns
1067,0000000001,q=%40petesessions
946,0000000001,q=%40teamtiberi
947,0000000001,q=%40bettysutton
948,0000000001,q=%40stevelatourette
1024,0000000001,q=%40repcohen
1030,0000000001,q=%40repjoebarton
1034,0000000001,q=%40repalgreen
1035,0000000001,q=%40mccaulpressshop
1036,0000000001,q=%40conawaytx11
1038,0000000001,q=%40mactxpress
1041,0000000001,q=%40usreprhinojosa
1048,0000000001,q=%40repjacksonlee
1062,0000000001,q=%40farenthold
1096,0000000001,q=%40repnormdicks
1095,0000000001,q=%40cathymcmorris
1094,0000000001,q=%40dochastings
1063,0000000001,q=%40repcuellar
1023,0000000001,q=%40repfinchertn08
1155,0000000001,q=%23MittRomney
1008,0000000001,q=%40repmickmulvaney
957,0000000001,q=%40usrepsullivan
961,0000000001,q=%40repgregwalden
967,0000000001,q=%40repschrader
1182,0000000001,q=%40barrett4wi
972,0000000001,q=%40repjasonaltmire
1180,0000000001,q=%23juniorseau
973,0000000001,q=%40congressmangt
1178,0000000001,q=%23nerdprom
981,0000000001,q=%40reptommarino
1168,0000000001,q=%23dontdoublemyrate
990,0000000001,q=%40repjoepitts
999,0000000001,q=%40votetimscott
1003,0000000001,q=%40duncan4congress
1064,0000000001,q=%40repgenegreen
1796,0000000001,q=%40WenonaforAZ
659,0000000001,q=%40repjohnlewis
1694,0000000001,q=%40doherty2012
1686,0000000001,q=%40AnnMcLaneKuster
1682,0000000001,q=%40estherkiaaina
670,0000000001,q=%40repdavidscott
676,0000000001,q=%40raul_labrador
677,0000000001,q=%40congmikesimpson
1657,0000000001,q=%23greenbrier
694,0000000001,q=%40repkinzinger
1590,0000000001,q=%40RepBrianHiggins
1586,0000000001,q=%40ursularozum
1584,0000000001,q=%40nateshinagawa
1583,0000000001,q=%40dan_lamb
653,0000000001,q=%40jackkingston
625,0000000001,q=%40repwebster
1402,0000000001,q=%40heidi4nd
541,0000000001,q=%40repgaramendi
544,0000000001,q=%40repmcnerney
553,0000000001,q=%40jeffdenham
1773,0000000001,q=%40votehensley
1766,0000000001,q=%40Baker4Congress
565,0000000001,q=%40repbecerra
566,0000000001,q=%40repjudychu
568,0000000001,q=%40repkarenbass
578,0000000001,q=%40repgarymiller
384,0000000001,q=%40senatorlugar
597,0000000001,q=%40reptipton
1723,0000000001,q=%40nuciforo
617,0000000001,q=%40southerlandfl02
1578,0000000001,q=%40carvin4congress
701,0000000001,q=%40reptimjohnson
1569,0000000001,q=%40dan_halloran
750,0000000001,q=%40repmikemichaud
1423,0000000001,q=%40ChrisEdwardsNV
1421,0000000001,q=%40bpojunis
761,0000000001,q=%40stenyhoyer
1416,0000000001,q=%40SenKevinRaye
1415,0000000001,q=%40SenJonCourtney
1414,0000000001,q=%40dillesquire
762,0000000001,q=%40roscoe_bartlett
1392,0000000001,q=%40shelley_adler
1391,0000000001,q=%40cassandrashober
781,0000000001,q=%40congressmandan
1378,0000000001,q=%40kimgillanMT
799,0000000001,q=%40repsandylevin
745,0000000001,q=%40repfleming
738,0000000001,q=%40repedwhitfield
1462,0000000001,q=%40astro_jose
1564,0000000001,q=%40randyaltschuler
708,0000000001,q=%40repvisclosky
1553,0000000001,q=%40jaimemcmillan59
1539,0000000001,q=%40chrisstewart4ut
1537,0000000001,q=%40donnamcaleer
717,0000000001,q=%40repmikepence
1512,0000000001,q=%40garydelong
1511,0000000001,q=%40Lowenthal2012
1493,0000000001,q=%40dutton4congress
1491,0000000001,q=%40bradsherman4SFV
1487,0000000001,q=%40philjennerjahn
1470,0000000001,q=%40BrianDWhelan
1469,0000000001,q=%40RepJimCosta
803,0000000001,q=%40john_dingell
